ocr_text,document_type
"emp1oyment history summary
work history verification letter
emp1oyer fernanda lima position 78 andheri east mumbai
dates of employmcnt 02/06/1983 to 02/06/1983",Work History
"official record of when and where a person was born 
",Birth Certificate
"a  utility bill or letter showing where someone currently lives
electricity bill",Address Proof
official work permit document used in brazil for formal employment,Carteira de Trabalho
"sex male/fem@le
certificate of birth
place of 8irth 45 mg road bengaluru
this is to certify that rohan mehta was born on 17/03/2015
registration no 124366094432",Birth Certificate
"cpf  número 103787
cadastro de pessoas físicas
reccita federal do brasil
data de nascimento 15/10/2022
nome completo priya nair",CPF
"12  digit id card with photo and fingerprint biometric record
uidai मेरा आधार मेरी पहचान",Aadhaar Card
"document used to confirm how old a person is
school leaving certificate",Age Proof
"receita  federal do brasil
nome completo priya nair
cpf número 323076 
",CPF
"dates of employment 17/06/2012 to 17/06/2012
work history verification letter
employer priya nair position 300 lakeview ave chicago
employment history summary",Work History
"utility  bill service address 12 main st springfield
property address 300 lakeview avc chicago
lease agreement between landlord and tenant
residency verification letter
monthly rent 4023.32",Proof of Residency
"official  severance paperwork issued when a job ends in brazil
saldo de salário 4123.94",Termo de Rescisão
"social  sccurity number 96082509
social 5ecurity administration
this card belongs to james carter
social security card issued",Social Security Number
"document used to prove current home address for an application
property address rua das flores 88 sao pau1o",Proof of Residency
"this letter confirms i live at this address and pay rent monthly
residcntial lease agreement 
",Lease Agreement
"municipal corporation birth registry
certificate of birth
place of birth rua das flores 88 sao paulo 
",Birth Certificate
"ministério da 5aúde
nome do usuário carlos rodrigues
cartão nacional de saúde
sistema único de saúde sus
número do cartão 67997517",Cartão Nacional de Saúde
"official br@zilian id card issued by public security dcpartment
registro geral 
",RG (ID)
tax form sh0wing wages and taxes withheld for the year,Proof of Income
"work  history verification letter
employmcnt history summary
employer anita desai position 221b b@ker street
dates of employment 04/01/2004 to 04/01/2004",Work History
"ifsc  code 50aeb8
branch name 78 andheri east mumbai
statement period 20/09/2000 to 20/09/2000
account number 4581570773 
",Bank Statement
"documcnt  listing all family members eligible for subsidized rations
fair price shop",Ration Card
"gross earnings 9911.29
earnings statement
employee id 7176484740
pay period ending 24/11/2001
federal tax state tax net pay 6886.29",Last Pay Stubs
"employee  name vikram rao
salary slip for the month of july
net payable 3513.94
basic salary hra deductions",Income Proof
"salary  slip for the month of june
net payable 5072.04
empl0yee name carlos rodrigues
basic salary hra deductions
pay period 07/06/2015
gross pay 5964.32",Income Proof
"doctor-issucd assessmcnt of physical or sensory impairment
issued by district hospital 
",Disability Certificate
"summary of a person's past jobs and employment dates
employment history summary",Work History
"survey number 26141738 plot area
title deed of ownership
registered document no 656284452648
this indenturc made between
property situated at 78 andheri east mumbai",Property Documents
"udid number 30850880
disabi1ity type: loc0motor/visual/hearing
issucd by district hospital 
",Disability Certificate
"registro gcral
rg número 9298422491
secretaria de segurança pública 
",RG (ID)
"family income below poverty line threshold
issued by gram panch@yat office
below poverty line certificate
bpl card holder fernanda lima
bpl survey n0 8915948372",BPL Certificate
"issued by gram panchay@t office
bpl card holder john silva
bpl survey no 2585546824
family income below poverty line threshold
bc10w poverty line certificate 
",BPL Certificate
"federal tax state tax net pay 9085.97
employee id 844489332419
gross earnings 1522.60
earnings statement
pay period ending 21/01/2002 
",Last Pay Stubs
unique identification number issued to indian residents by uidai,Aadhaar Card
"contrat0  de traba1ho
ctps número 539823992457 série 539823992457
carteira de trabalh0 e previdência social
data de admissão 20/07/2023",Carteira de Trabalho
"sex ma1e/female
registration no 6931794822
certificate of birth",Birth Certificate
a utility bil1 or letter showing where someone currently lives,Address Proof
"unique identification number issued to indian residents by uidai
enrolment no 968909863103 
",Aadhaar Card
individual  tax id document used for financial transactions in brazil,CPF
"carteira dc traba1ho e prcvidência socia1
contrato de trabalho
data de admissão 20/05/1989
ctps número 746109607688 série 746109607688",Carteira de Trabalho
"employee name anita desai
basic salary hra deductions
net payable 6512.18
salary slip f0r the month of janciro
gross pay 2860.18",Income Proof
"title deed of ownership
survey number 4016121612 plot area
registered document no 054591022846
salc deed
this indcnture madc between
property situated at 45 mg road bengaluru",Property Documents
"sistem@  único de saúde sus
ministério da saúde
c@rtão nacional de saúde
nome do usuário priya n@ir
número do cartão 83273767",Cartão Nacional de Saúde
official document confirming a person's disability for benefit purposes,Disability Certificate
"has an annua1 income of rs 742.48
valid for one year from date of issue
this is to certify that mr/mrs anita desai
certificate of annual income
income certificatc no 4627364723
issued by tehsildar office 
",Income Certificate
medical certification stating the type and percentage of disability,Disability Certificate
"data de admissã0 16/10/2014
carteira de trabalho e previdência social
ctps número 239828 série 239828
contrato de tr@balho",Carteira de Trabalho
document confirming a person's current residential address,Address Proof
"year t0 date gross 482.15
form w-2 wage and tax statement
federal income tax withheld 4779.39
employcr identificati0n number 57432105
wages tips other compensation 9945.15",Proof of Income
"social  sccurity card issued
social security number 334879148630
social security administration",Social Security Number
"d0cument confirming a household falls below the poverty line
bpl card holder rohan mehta",BPL Certificate
"this  card belongs to fernanda lim@
soci@l security card issued
social security administration",Social Security Number
"property address 45 mg road beng@luru
residency verification lettcr
utility bill service address 78 andheri east mumbai
monthly rent 7985.50
lease agreement between landlord and tenant 
",Proof of Residency
"cadastro único para programas sociais
númer0 de identific@ção social nis 43795711
número do cadúnico 9583075831
renda familiar 675.13",CadÚnico Registration
"datc  of birth as per school records 15/08/1995
age proof issued by 78 andheri east mumb@i municipality
certificate of age",Age Proof
brazilian government registry for low-income families seeking social programs,CadÚnico Registration
brazilian  d0cument confirming the tcrmination of an employment contract,Termo de Rescisão
"date  of birth as per school records 26/07/1997
age proof issued by 300 lakeview ave chicag0 municipality
certificate of age
school le@ving certificate",Age Proof
"sald0 de salári0 2850.94
data do avis0 prévio 08/01/1989
trct
termo de rescisão d0 contrato de trabalho 
",Termo de Rescisão
"nome do usuário carlos r0drigues
sistema único de saúde su5
número d0 cartão 132165",Cartão Nacional de Saúde
"brazilian government registry for low-income families seeking social programs
número do cadúnico 345740232950 
",CadÚnico Registration
"sale deed
survey number 24761065 plot area
this indenture made between
property situated at 45 mg road bengaluru
registered document no 5172635737
tit1e dced of ownership",Property Documents
"secretaria  de segurança pública
filiação fernanda lima
registro geral
rg número 100491",RG (ID)
"brazilian medical report assessing degree of disability
laudo médico",Medical/Disability Report
